"Native.ID","Network.ID","Network.Name","Station.ID","Station.Name","History.ID","Province","Longitude","Latitude","Elevation..m.","Record.Start","Record.End","Obs.Freq","Variables","total_precip","avg_precip"
"BUL",5,"BCH",2438,"Bull R. @ Wardner,2438",2841,"BC",-115.3638889,49.49305556,800,"1982-09-05","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",206.7,1.12
"BVR",5,"BCH",2439,"Beaver R. nr the Mouth,2439",2842,"BC",-117.4616667,51.50972222,780,"1985-01-02","2021-12-14","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",315.7,1.72
"CHK",5,"BCH",2440,"Cheakamus R. ab Millar Ck,2440",2843,"BC",-123.0338889,50.07972222,640,"1960-01-02","2024-10-02","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",432.5,2.35
"CHW",5,"BCH",2441,"Chowade Upper,2441",2844,"BC",-122.7788667,56.63683333,1480,"1980-09-15","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",469,2.55
"CLO",5,"BCH",2442,"Clowhom Falls,2442",2845,"BC",-123.5222222,49.70833333,10,"1960-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",502.9,2.73
"CLW",5,"BCH",2443,"Clowhom R. nr Clowhom Lake,2443",2846,"BC",-123.4202778,49.78777778,125,"1993-01-02","2024-10-02","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",600.1,3.26
"CMU",5,"BCH",2445,"Upper Cheakamus,2445",2848,"BC",-123.1333333,50.12222222,880,"1960-01-02","2024-11-03","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",605.7,3.29
"CMX",5,"BCH",2446,"Comox Dam forebay,2446",2849,"BC",-125.0944444,49.64305556,135,"1980-10-22","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",369,2.01
"COQ",5,"BCH",2447,"Coquitlam Lake forebay,2447",2850,"BC",-122.779625,49.35558611,160,"1960-01-02","2024-09-29","Daily","Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",712.6,3.87
"COX",5,"BCH",2448,"Comox Lake @ Courtenay,2448",2851,"BC",-125.08,49.64,140,"1993-03-30","2021-12-14","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",331,1.8
"CQM",5,"BCH",2449,"Coquitlam R. ab Lake,2449",2852,"BC",-122.7924861,49.48829444,290,"1960-01-02","2024-09-29","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",869.9,4.73
"CRU",5,"BCH",2450,"Cruickshank R. nr the Mouth,2450",2853,"BC",-125.2008333,49.57916667,150,"1980-10-22","2024-09-28","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",567,3.08
"DBC",5,"BCH",2452,"Duncan R. blw BB Ck,2452",2855,"BC",-117.0489361,50.63838333,590,"1960-01-02","2024-09-30","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",325.8,1.77
"DCN",5,"BCH",2453,"Duncan Res. @ Duncan Dam,2453",2856,"BC",-116.9483333,50.255,580,"1984-08-24","2024-09-22","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",305.5,1.66
"EAC",5,"BCH",2454,"East Ck - snowpillow,2454",2857,"BC",-116.9297333,50.6396,2030,"1960-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",573.8,3.12
"ELK",5,"BCH",2455,"Elk R. ab Campbell Lk,2455",2858,"BC",-125.8128972,49.85712778,270,"1980-10-18","2019-03-31","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",479,2.6
"ELR",5,"BCH",2456,"Elk R. @ Fernie,2456",2859,"BC",-115.07,49.51,1000,"1982-09-04","2019-03-31","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",197.9,1.08
"ERC",5,"BCH",2457,"Eric Ck,2457",2860,"BC",-125.2881667,49.60536111,280,"1980-10-22","2024-10-23","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",544.1,2.96
"FDL",5,"BCH",2458,"Fidelty Mtn.,2458",2861,"BC",-117.7006167,51.23741667,1800,"1982-11-05","2023-10-17","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",787,4.28
"FIN",5,"BCH",2459,"Finlay R. ab Akie R.,2459",2862,"BC",-125.2491667,57.125,711,"1960-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",193.9,1.05
"FLK",5,"BCH",2460,"Floe Lk,2460",2863,"BC",-116.1371167,51.05991667,2090,"1993-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",580,3.15
"FST",5,"BCH",2461,"Kootenay R. @ Fort Steele,2461",2864,"BC",-115.6346111,49.61122778,770,"1982-11-03","2023-10-17","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",136.9,0.76
"GLD",5,"BCH",2462,"Gold R. nr Ucona R.,2462",2865,"BC",-126.1061111,49.70583333,10,"1993-01-02","2024-09-26","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",722.5,3.93
"GOC",5,"BCH",2463,"Gold Ck,2463",2866,"BC",-122.4773611,49.44655556,794,"1960-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",1020.4,5.55
"GOL",5,"BCH",2464,"Goldstream R. blw Old Camp Ck,2464",2867,"BC",-118.5969944,51.66843056,600,"1960-01-02","2024-10-01","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",428.4,2.33
"GRN",5,"BCH",2465,"Green Mtn.,2465",2868,"BC",-122.9246111,50.79558333,1780,"1984-10-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",304,1.65
"GRP",5,"BCH",2466,"Glacier nr Roger's Pass,2466",2869,"BC",-117.5086111,51.26972222,1182,"1982-11-03","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",549.1,2.98
"GRT",5,"BCH",2467,"Kinbasket Lake blw Garrett,2467",2870,"BC",-117.8783056,51.87705556,770,"1985-01-02","2024-09-22","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",334.4,1.82
"HEB",5,"BCH",2468,"Heber R. nr Gold R.,2468",2871,"BC",-125.9863889,49.81527778,215,"1993-01-02","2021-10-31","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",634.1,3.45
"HFF",5,"BCH",2469,"Halfway R. @ Farrell Ck,2469",2872,"BC",-121.6294444,56.25085,480,"1981-05-09","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",366.3,1.99
"HRN",5,"BCH",2470,"Horn Ck,2470",2873,"BC",-123.606,56.73476667,1450,"1981-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",341.9,1.86
"HUR",5,"BCH",2471,"Hurley R. ab Lone Goat Ck,2471",2874,"BC",-122.9421556,50.73048889,990,"1984-10-02","2024-06-30","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",340,1.85
"ILL",5,"BCH",2472,"Illecilliwaet R. @ Greeley,2472",2875,"BC",-118.0827333,51.01333056,500,"1984-10-02","2024-09-22","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",326.7,1.78
"ING",5,"BCH",2473,"Ingenika R. ab Swannell R.,2473",2876,"BC",-125.1030556,56.73055556,711,"1960-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",200.2,1.09
"JHT",5,"BCH",2474,"John Hart sub-station,2474",2877,"BC",-125.3086111,50.04333333,15,"1993-06-29","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",387.3,4.21
"KWA",5,"BCH",2475,"Kwadacha North - snowpillow,2475",2878,"BC",-125.0731667,57.62333333,1554,"1980-09-16","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",98,1.07
"MCQ",5,"BCH",2478,"McQue Terrace,2478",2881,"BC",-123.4041667,56.9815,1200,"1980-09-14","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",327.8,1.78
"MIS",5,"BCH",2479,"Mission Ridge,2479",2882,"BC",-122.2076944,50.76255556,1850,"1984-09-08","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",310.5,1.69
"MOB",5,"BCH",2480,"Moberly R. @ Ft. St. John,2480",2883,"BC",-121.3469444,56.09305556,600,"1982-05-26","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",402.1,2.19
"MOL",5,"BCH",2481,"Molson Ck,2481",2884,"BC",-118.22575,52.22165,1935,"1984-09-13","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",524,2.85
"MOR",5,"BCH",2482,"Morrissey Ridge,2482",2885,"BC",-114.975,49.44722222,1860,"1983-10-07","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",334.3,1.82
"MTR",5,"BCH",2483,"Mt. Revelstoke,2483",2886,"BC",-118.1502778,51.03916667,1850,"1993-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",669.7,3.64
"NTY",5,"BCH",2485,"North Tyaughton Ck,2485",2888,"BC",-122.7939167,51.14752778,1969,"1984-10-02","2024-10-31","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",195.4,2.12
"PAK",5,"BCH",2489,"Pack R. @ outlet of Mcleod Lk,2489",2892,"BC",-123.0366083,54.99784444,675,"1960-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",259.8,1.41
"PAR",5,"BCH",2490,"Parsnip Upper,2490",2893,"BC",-122.1458333,54.6125,790,"1960-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",228,1.85
"PMD",5,"BCH",2492,"GMS Hudson's Hope,2492",2895,"BC",-122.1835,56.0125,720,"1985-08-27","2024-10-02","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",112,1.22
"PNK",5,"BCH",2493,"Pink Mtn.,2493",2896,"BC",-122.3535,57.00196667,1204,"1980-09-13","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",352.1,1.91
"PRS",5,"BCH",2494,"Parsnip R. ab Misinchinka R.,2494",2897,"BC",-122.9,55.08,700,"1983-09-16","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",224.3,1.22
"PUL",5,"BCH",2495,"Pulpit Lk,2495",2898,"BC",-126.7487833,57.54828333,1311,"1989-08-27","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",210,1.19
"PYN",5,"BCH",2496,"Pine Pass,2496",2899,"BC",-122.6373333,55.353,1400,"1988-10-27","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",509,2.77
"QBY",5,"BCH",2497,"Queen's Bay -  elevation,2497",2900,"BC",-116.9297222,49.65444444,545,"1987-05-30","2024-09-15","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",237.1,1.29
"SGL",5,"BCH",2502,"Sugar Lake Res. @ Outlet,2502",2905,"BC",-118.53,50.35,675,"1999-01-03","2024-09-13","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",195,1.06
"SLK",5,"BCH",2503,"St. Leon Ck,2503",2906,"BC",-117.7012,50.43416667,1800,"1993-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",656,3.57
"STA",5,"BCH",2505,"Stave R. ab Stave Lk,2505",2908,"BC",-122.3219444,49.55611111,330,"1960-01-02","2024-09-20","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",759,4.12
"STV",5,"BCH",2506,"Stave R. Upper,2506",2909,"BC",-122.4020556,49.62366667,930,"1960-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",773,4.2
"WAH",5,"BCH",2507,"Wahleach (Jones) Res.,2507",2910,"BC",-121.6186111,49.23194444,641,"1960-01-02","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",517,5.62
"WOL",5,"BCH",2508,"Wolf R. Upper,2508",2911,"BC",-125.7416667,49.68055556,1490,"1980-10-22","2024-10-31","Daily","Precipitation Amount|Precipitation Climatology|Snow Water Equivalent|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",455,4.95
"WON",5,"BCH",2509,"Wonowon,2509",2912,"BC",-121.8040278,56.72922222,910,"1980-09-12","2024-11-19","Daily","Precipitation Amount|Precipitation Climatology|Temperature (Max.)|Temperature (Min.)|Temperature (Point)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",319,1.73
"1011500",1,"EC",317,"CHEMAINUS,317",720,"BC",-123.7407,48.93418,75,"1919-01-01","2022-03-04","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",311.3,1.71
"1012055",1,"EC",341,"LAKE COWICHAN,341",744,"BC",-124.0522,48.82944,171,"1960-07-15","2022-01-30","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",352,6.4
"10130MN",1,"EC",384,"GALIANO NORTH,384",787,"BC",-123.5736,48.98528,6,"1975-01-13","2021-03-23","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",170.6,1.22
"1015105",1,"EC",390,"METCHOSIN,390",793,"BC",-123.5608,48.37444,140,"1911-11-01","2022-03-02","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)",120.4,0.94
"1015628",1,"EC",25,"NORTH COWICHAN,25",428,"BC",-123.7197,48.82472,45.7,"1981-03-01","2022-03-01","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)",246.8,1.39
"1015638",1,"EC",392,"NORTH PENDER ISLAND,392",795,"BC",-123.3167,48.8125,15,"1972-02-14","2022-03-04","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",167.8,1.08
"1016940",1,"EC",396,"SAANICHTON CDA,396",799,"BC",-123.4189,48.62167,61,"1914-03-01","2022-03-03","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",201.8,1.17
"1016995",1,"EC",401,"SALTSPRING ST MARY'S L,401",804,"BC",-123.5464,48.88806,45.7,"1975-12-01","2021-11-09","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",151.6,0.86
"1016RM0",1,"EC",28,"SAANICHTON MT NEWTON,28",431,"BC",-123.4272,48.5975,42.7,"1980-08-01","2022-03-03","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)",106,7.07
"1017230",1,"EC",409,"SHAWNIGAN LAKE,409",812,"BC",-123.6267,48.64722,138,"1911-05-01","2022-03-05","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",130.5,0.92
"1021261",1,"EC",437,"CAMPBELL RIVER A,437",840,"BC",-125.2708,49.95084,105.5,"1965-01-01","2022-03-04","Daily","Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)",379.9,2.15
